BTag,Day,Mass.G,mass.mg,logmass.mg,Fvfm,Rcolor,MR,logMR,Colony,Fragment,Phenotype,Treatment,Temperature,Tank,Tile,DaysAlive,Censored,Bacteria
Y2223,Day22,0.204,204,5.31811999,0.072,0.56417,0.01325,-4.3237577,A15,1,Apo,Control,Ambient (19C),Tray,79,22,N,EC
Y2223,Day8,NA,NA,NA,NA,NA,NA,NA,A15,1,Apo,Control,Ambient (19C),Tray,79,22,N,EC
Y23,Day0,0.165,165,5.10594547,NA,0.33043,NA,NA,S11,11,Sym,PLS,Elevated (30C),B4,50,22,N,EC
Y23,Day1,NA,NA,NA,0.147,0.59402,NA,NA,S11,11,Sym,PLS,Elevated (30C),B4,50,22,N,EC
Y23,Day15,0.156,156,5.04985601,0.151,NA,0.03739,-3.286352,S11,11,Sym,PLS,Elevated (30C),B4,50,22,N,EC
Y23,Day22,0.151,151,5.01727984,0.067,0.65689,0.01201,-4.4220156,S11,11,Sym,PLS,Elevated (30C),B4,50,22,N,EC
Y23,Day8,0.151,151,5.01727984,0.116,NA,0.05388,-2.9209959,S11,11,Sym,PLS,Elevated (30C),B4,50,22,N,EC
Y24,Day0,0.1,100,4.60517019,NA,0.48108,NA,NA,S12,7,Sym,PLS,Elevated (30C),B4,50,22,N,SW
Y24,Day1,NA,NA,NA,0.188,0.47665,NA,NA,S12,7,Sym,PLS,Elevated (30C),B4,50,22,N,SW
Y24,Day15,0.097,97,4.57471098,0.068,NA,0.00416,-5.4822402,S12,7,Sym,PLS,Elevated (30C),B4,50,22,N,SW
Y24,Day22,0.096,96,4.56434819,0.053,0.63861,0.00623,-5.0783789,S12,7,Sym,PLS,Elevated (30C),B4,50,22,N,SW
Y24,Day8,0.099,99,4.59511985,0.184,NA,0.00786,-4.8459687,S12,7,Sym,PLS,Elevated (30C),B4,50,22,N,SW
Y2437,Day0,0.226,226,5.420535,NA,0.38861,NA,NA,A17,2,Apo,Control,Ambient (19C),Tray,79,22,N,NA
Y2437,Day1,NA,NA,NA,NA,NA,NA,NA,A17,2,Apo,Control,Ambient (19C),Tray,79,22,N,NA
Y2437,Day15,NA,NA,NA,NA,NA,NA,NA,A17,2,Apo,Control,Ambient (19C),Tray,79,22,N,NA
Y2437,Day22,0.203,203,5.31320598,0.097,0.47864,NA,NA,A17,2,Apo,Control,Ambient (19C),Tray,79,22,N,NA
Y2437,Day8,NA,NA,NA,NA,NA,NA,NA,A17,2,Apo,Control,Ambient (19C),Tray,79,22,N,NA
Y25,Day0,0.45,450,6.10924758,NA,0.33749,NA,NA,S9,3,Sym,NDS,Elevated (30C),C4,51,22,N,EC
Y25,Day1,NA,NA,NA,0.227,0.39502,NA,NA,S9,3,Sym,NDS,Elevated (30C),C4,51,22,N,EC
Y25,Day15,0.372,372,5.91889385,0.129,NA,0.01604,-4.1326697,S9,3,Sym,NDS,Elevated (30C),C4,51,22,N,EC
Y25,Day22,0.372,372,5.91889385,0.144,0.38531,0.03839,-3.2599583,S9,3,Sym,NDS,Elevated (30C),C4,51,22,N,EC
Y25,Day8,0.437,437,6.0799332,0.176,NA,0.04761,-3.0447125,S9,3,Sym,NDS,Elevated (30C),C4,51,22,N,EC
Y26,Day0,0.165,165,5.10594547,NA,0.32248,NA,NA,S10,3,Sym,NDS,Elevated (30C),C4,51,22,N,SW
Y26,Day1,NA,NA,NA,0.271,0.35777,NA,NA,S10,3,Sym,NDS,Elevated (30C),C4,51,22,N,SW
Y26,Day15,0.159,159,5.0689042,0.101,NA,0.00472,-5.3559465,S10,3,Sym,NDS,Elevated (30C),C4,51,22,N,SW
Y26,Day22,0.151,151,5.01727984,0.209,0.48771,0.00231,-6.0705078,S10,3,Sym,NDS,Elevated (30C),C4,51,22,N,SW
Y26,Day8,0.172,172,5.14749448,0.057,NA,0.00777,-4.8574851,S10,3,Sym,NDS,Elevated (30C),C4,51,22,N,SW
Y27,Day0,0.153,153,5.03043792,NA,0.31808,NA,NA,S11,4,Sym,NDS,Elevated (30C),C4,51,22,N,EC
Y27,Day1,NA,NA,NA,0.196,0.43933,NA,NA,S11,4,Sym,NDS,Elevated (30C),C4,51,22,N,EC
Y27,Day15,0.133,133,4.89034913,0.152,NA,0.01374,-4.287444,S11,4,Sym,NDS,Elevated (30C),C4,51,22,N,EC
Y27,Day22,0.134,134,4.8978398,0.152,0.46856,0.00684,-4.9849675,S11,4,Sym,NDS,Elevated (30C),C4,51,22,N,EC
Y27,Day8,0.14,140,4.94164242,0.077,NA,0.00476,-5.3475076,S11,4,Sym,NDS,Elevated (30C),C4,51,22,N,EC
Y28,Day0,0.171,171,5.14166356,NA,0.2732,NA,NA,S11,12,Sym,NDS,Elevated (30C),C4,51,22,N,SW
Y28,Day1,NA,NA,NA,0.26,0.44745,NA,NA,S11,12,Sym,NDS,Elevated (30C),C4,51,22,N,SW
Y28,Day15,0.16,160,5.07517382,0.088,NA,0.0037,-5.5994225,S11,12,Sym,NDS,Elevated (30C),C4,51,22,N,SW
Y28,Day22,0.154,154,5.0369526,0.152,0.46808,0.00359,-5.6296031,S11,12,Sym,NDS,Elevated (30C),C4,51,22,N,SW
Y28,Day8,0.172,172,5.14749448,0.028,NA,0.00774,-4.8613536,S11,12,Sym,NDS,Elevated (30C),C4,51,22,N,SW
Y2820,Day0,0.106,106,4.66343909,NA,0.57127,NA,NA,A16,6,Apo,Control,Ambient (19C),Tray,78,22,N,EC
Y2820,Day1,NA,NA,NA,NA,NA,NA,NA,A16,6,Apo,Control,Ambient (19C),Tray,78,22,N,EC
Y2820,Day15,NA,NA,NA,NA,NA,NA,NA,A16,6,Apo,Control,Ambient (19C),Tray,78,22,N,EC
Y2820,Day22,0.1,100,4.60517019,0.331,0.58098,0.175,-1.7429693,A16,6,Apo,Control,Ambient (19C),Tray,78,22,N,EC
Y2820,Day8,NA,NA,NA,NA,NA,NA,NA,A16,6,Apo,Control,Ambient (19C),Tray,78,22,N,EC
Y29,Day0,0.144,144,4.9698133,NA,0.49652,NA,NA,S12,8,Sym,NDS,Elevated (30C),C4,51,22,N,EC
Y29,Day1,NA,NA,NA,0.265,0.51099,NA,NA,S12,8,Sym,NDS,Elevated (30C),C4,51,22,N,EC
Y29,Day15,0.131,131,4.87519732,0.089,NA,0.00487,-5.3246613,S12,8,Sym,NDS,Elevated (30C),C4,51,22,N,EC
Y29,Day22,0.13,130,4.86753445,0.208,0.6434,0.00292,-5.8361717,S12,8,Sym,NDS,Elevated (30C),C4,51,22,N,EC
Y29,Day8,0.138,138,4.92725369,0.069,NA,0.01961,-3.9317156,S12,8,Sym,NDS,Elevated (30C),C4,51,22,N,EC
Y3,Day0,0.193,193,5.26269019,NA,0.64975,NA,NA,A11,11,Apo,NDF,Elevated (30C),G3,47,19,N,EC
Y3,Day1,NA,NA,NA,0.327,0.6316,NA,NA,A11,11,Apo,NDF,Elevated (30C),G3,47,19,N,EC
Y3,Day15,0.158,158,5.06259503,0.129,NA,0.00781,-4.8523503,A11,11,Apo,NDF,Elevated (30C),G3,47,19,N,EC
Y3,Day22,NA,NA,NA,NA,NA,NA,NA,A11,11,Apo,NDF,Elevated (30C),G3,47,19,N,EC
Y3,Day8,0.162,162,5.08759634,0.209,NA,NA,NA,A11,11,Apo,NDF,Elevated (30C),G3,47,19,N,EC
Y30,Day0,0.426,426,6.05443935,NA,0.30505,NA,NA,S9,4,Sym,NLS,Elevated (30C),D4,52,20,N,EC
Y30,Day1,NA,NA,NA,0.213,0.30957,NA,NA,S9,4,Sym,NLS,Elevated (30C),D4,52,20,N,EC
Y30,Day15,0.386,386,5.95583737,0.425,NA,0.03129,-3.4644567,S9,4,Sym,NLS,Elevated (30C),D4,52,20,N,EC
Y30,Day22,NA,NA,NA,NA,NA,NA,NA,S9,4,Sym,NLS,Elevated (30C),D4,52,20,N,EC
Y30,Day8,0.42,420,6.04025471,0.274,NA,0.07527,-2.5866736,S9,4,Sym,NLS,Elevated (30C),D4,52,20,N,EC
Y31,Day0,0.225,225,5.4161004,NA,0.35247,NA,NA,S10,4,Sym,NLS,Elevated (30C),D4,52,22,N,SW
Y31,Day1,NA,NA,NA,0.268,0.30931,NA,NA,S10,4,Sym,NLS,Elevated (30C),D4,52,22,N,SW
Y31,Day15,0.226,226,5.420535,0.357,NA,0.01307,-4.3374358,S10,4,Sym,NLS,Elevated (30C),D4,52,22,N,SW
Y31,Day22,0.229,229,5.433722,0.339,0.32586,0.00385,-5.5596821,S10,4,Sym,NLS,Elevated (30C),D4,52,22,N,SW
Y31,Day8,0.242,242,5.48893773,0.19,NA,0.03468,-3.3615921,S10,4,Sym,NLS,Elevated (30C),D4,52,22,N,SW
Y3130,Day0,0.268,268,5.59098698,NA,0.54569,NA,NA,A17,1,Apo,Control,Ambient (19C),Tray,78,22,N,NA
Y3130,Day1,NA,NA,NA,NA,NA,NA,NA,A17,1,Apo,Control,Ambient (19C),Tray,78,22,N,NA
Y3130,Day15,NA,NA,NA,NA,NA,NA,NA,A17,1,Apo,Control,Ambient (19C),Tray,78,22,N,NA
Y3130,Day22,0.228,228,5.42934563,0.101,0.50572,NA,NA,A17,1,Apo,Control,Ambient (19C),Tray,78,22,N,NA
Y3130,Day8,NA,NA,NA,NA,NA,NA,NA,A17,1,Apo,Control,Ambient (19C),Tray,78,22,N,NA
Y32,Day0,0.193,193,5.26269019,NA,0.28086,NA,NA,S11,5,Sym,NLS,Elevated (30C),D4,52,22,N,EC
Y32,Day1,NA,NA,NA,0.227,0.32645,NA,NA,S11,5,Sym,NLS,Elevated (30C),D4,52,22,N,EC
Y32,Day15,0.196,196,5.27811466,0.189,NA,0.05322,-2.933321,S11,5,Sym,NLS,Elevated (30C),D4,52,22,N,EC
Y32,Day22,0.194,194,5.26785816,0.136,0.47304,0.00843,-4.7759585,S11,5,Sym,NLS,Elevated (30C),D4,52,22,N,EC
Y32,Day8,0.2,200,5.29831737,0.248,NA,0.02875,-3.5491175,S11,5,Sym,NLS,Elevated (30C),D4,52,22,N,EC
Y3225,Day0,0.11,110,4.70048037,NA,0.41339,NA,NA,A16,15,Apo,Control,Ambient (19C),Tray,79,22,N,SW
Y3225,Day1,NA,NA,NA,NA,NA,NA,NA,A16,15,Apo,Control,Ambient (19C),Tray,79,22,N,SW
Y3225,Day15,NA,NA,NA,NA,NA,NA,NA,A16,15,Apo,Control,Ambient (19C),Tray,79,22,N,SW
Y3225,Day22,0.099,99,4.59511985,0.284,0.58973,0.02294,-3.7748732,A16,15,Apo,Control,Ambient (19C),Tray,79,22,N,SW
Y3225,Day8,NA,NA,NA,NA,NA,NA,NA,A16,15,Apo,Control,Ambient (19C),Tray,79,22,N,SW
Y33,Day0,0.206,206,5.32787617,NA,0.45352,NA,NA,S12,1,Sym,NLS,Elevated (30C),D4,52,22,N,SW
Y33,Day1,NA,NA,NA,0.147,0.4586,NA,NA,S12,1,Sym,NLS,Elevated (30C),D4,52,22,N,SW
Y33,Day15,0.199,199,5.29330482,0.032,NA,0.00327,-5.7229653,S12,1,Sym,NLS,Elevated (30C),D4,52,22,N,SW
Y33,Day22,0.198,198,5.28826703,0.252,0.54081,0.00518,-5.2629502,S12,1,Sym,NLS,Elevated (30C),D4,52,22,N,SW
Y33,Day8,0.206,206,5.32787617,0.161,NA,0.01131,-4.482068,S12,1,Sym,NLS,Elevated (30C),D4,52,22,N,SW
Y34,Day0,0.292,292,5.6767538,NA,0.27598,NA,NA,S12,9,Sym,NLS,Elevated (30C),D4,52,22,N,EC
Y34,Day1,NA,NA,NA,0.161,0.37651,NA,NA,S12,9,Sym,NLS,Elevated (30C),D4,52,22,N,EC
Y34,Day15,0.287,287,5.65948222,0.146,NA,0.027,-3.6119184,S12,9,Sym,NLS,Elevated (30C),D4,52,22,N,EC
Y34,Day22,0.27,270,5.59842196,0.16,0.5084,0.02475,-3.6989298,S12,9,Sym,NLS,Elevated (30C),D4,52,22,N,EC
Y34,Day8,0.277,277,5.62401751,0.216,NA,0.03404,-3.380219,S12,9,Sym,NLS,Elevated (30C),D4,52,22,N,EC
Y3433,Day0,0.392,392,5.97126184,NA,0.37077,NA,NA,A16,7,Apo,Control,Ambient (19C),Tray,79,22,N,NA
Y3433,Day1,NA,NA,NA,NA,NA,NA,NA,A16,7,Apo,Control,Ambient (19C),Tray,79,22,N,NA
Y3433,Day15,NA,NA,NA,NA,NA,NA,NA,A16,7,Apo,Control,Ambient (19C),Tray,79,22,N,NA
Y3433,Day22,0.395,395,5.97888576,0.129,0.50674,NA,NA,A16,7,Apo,Control,Ambient (19C),Tray,79,22,N,NA
Y3433,Day8,NA,NA,NA,NA,NA,NA,NA,A16,7,Apo,Control,Ambient (19C),Tray,79,22,N,NA
Y35,Day0,0.137,137,4.91998093,NA,0.34303,NA,NA,S9,5,Sym,PDF,Elevated (30C),E4,53,22,N,EC
Y35,Day1,NA,NA,NA,0.251,0.43309,NA,NA,S9,5,Sym,PDF,Elevated (30C),E4,53,22,N,EC
Y35,Day15,0.119,119,4.77912349,0.094,NA,0.01098,-4.5116798,S9,5,Sym,PDF,Elevated (30C),E4,53,22,N,EC
Y35,Day22,0.118,118,4.77068462,0.396,0.48178,0.00651,-5.0344158,S9,5,Sym,PDF,Elevated (30C),E4,53,22,N,EC
Y35,Day8,0.132,132,4.88280192,0.149,NA,0.05047,-2.9863762,S9,5,Sym,PDF,Elevated (30C),E4,53,22,N,EC
Y36,Day0,0.163,163,5.0937502,NA,0.39086,NA,NA,S10,5,Sym,PDF,Elevated (30C),E4,53,22,N,SW
Y36,Day1,NA,NA,NA,0.197,0.47448,NA,NA,S10,5,Sym,PDF,Elevated (30C),E4,53,22,N,SW
Y36,Day15,0.143,143,4.96284463,0.132,NA,0.00406,-5.5065723,S10,5,Sym,PDF,Elevated (30C),E4,53,22,N,SW
Y36,Day22,0.128,128,4.85203026,0.23,0.52879,0.00393,-5.5391159,S10,5,Sym,PDF,Elevated (30C),E4,53,22,N,SW
Y36,Day8,0.161,161,5.08140436,0.094,NA,0.00644,-5.0452267,S10,5,Sym,PDF,Elevated (30C),E4,53,22,N,SW
Y3635,Day0,0.134,134,4.8978398,NA,0.51473,NA,NA,A15,9,Apo,Control,Ambient (19C),Tray,79,22,N,NA
Y3635,Day1,NA,NA,NA,NA,NA,NA,NA,A15,9,Apo,Control,Ambient (19C),Tray,79,22,N,NA
Y3635,Day15,NA,NA,NA,NA,NA,NA,NA,A15,9,Apo,Control,Ambient (19C),Tray,79,22,N,NA
Y3635,Day22,0.116,116,4.75359019,0.346,0.47636,NA,NA,A15,9,Apo,Control,Ambient (19C),Tray,79,22,N,NA
Y3635,Day8,NA,NA,NA,NA,NA,NA,NA,A15,9,Apo,Control,Ambient (19C),Tray,79,22,N,NA
Y37,Day0,0.184,184,5.21493576,NA,0.3919,NA,NA,S11,6,Sym,PDF,Elevated (30C),E4,53,22,N,EC
Y37,Day1,NA,NA,NA,0.146,0.62956,NA,NA,S11,6,Sym,PDF,Elevated (30C),E4,53,22,N,EC
Y37,Day15,0.177,177,5.17614973,0.223,NA,0.01194,-4.4278612,S11,6,Sym,PDF,Elevated (30C),E4,53,22,N,EC
Y37,Day22,0.166,166,5.11198779,0.458,0.69532,0.01446,-4.2363691,S11,6,Sym,PDF,Elevated (30C),E4,53,22,N,EC
Y37,Day8,0.188,188,5.23644196,0.161,NA,0.02578,-3.6581563,S11,6,Sym,PDF,Elevated (30C),E4,53,22,N,EC
Y38,Day0,0.157,157,5.05624581,NA,0.46178,NA,NA,S12,2,Sym,PDF,Elevated (30C),E4,53,22,N,SW
Y38,Day1,NA,NA,NA,0.234,0.42758,NA,NA,S12,2,Sym,PDF,Elevated (30C),E4,53,22,N,SW
Y38,Day15,0.128,128,4.85203026,0.25,NA,0.00419,-5.4750545,S12,2,Sym,PDF,Elevated (30C),E4,53,22,N,SW
Y38,Day22,0.119,119,4.77912349,0.416,0.54108,0.00429,-5.4514685,S12,2,Sym,PDF,Elevated (30C),E4,53,22,N,SW
Y38,Day8,0.132,132,4.88280192,0.136,NA,0.01187,-4.4337411,S12,2,Sym,PDF,Elevated (30C),E4,53,22,N,SW
Y39,Day0,0.252,252,5.52942909,NA,0.40724,NA,NA,S13,1,Sym,PDF,Elevated (30C),E4,53,22,N,EC
Y39,Day1,NA,NA,NA,0.132,0.51826,NA,NA,S13,1,Sym,PDF,Elevated (30C),E4,53,22,N,EC
Y39,Day15,0.248,248,5.51342875,0.225,NA,0.00758,-4.8822421,S13,1,Sym,PDF,Elevated (30C),E4,53,22,N,EC
Y39,Day22,0.24,240,5.48063892,0.246,0.39428,0.00405,-5.5090384,S13,1,Sym,PDF,Elevated (30C),E4,53,22,N,EC
Y39,Day8,0.249,249,5.5174529,0.081,NA,0.02164,-3.8332118,S13,1,Sym,PDF,Elevated (30C),E4,53,22,N,EC
Y4,Day0,0.363,363,5.89440283,NA,0.57833,NA,NA,A11,19,Apo,NDF,Elevated (30C),G3,47,11,N,SW
Y4,Day1,NA,NA,NA,0.257,0.60155,NA,NA,A11,19,Apo,NDF,Elevated (30C),G3,47,11,N,SW
Y4,Day15,NA,NA,NA,NA,NA,NA,NA,A11,19,Apo,NDF,Elevated (30C),G3,47,11,N,SW
Y4,Day22,NA,NA,NA,NA,NA,NA,NA,A11,19,Apo,NDF,Elevated (30C),G3,47,11,N,SW
Y4,Day8,0.296,296,5.69035945,0.203,NA,0.00492,-5.3144467,A11,19,Apo,NDF,Elevated (30C),G3,47,11,N,SW
Y40,Day0,0.104,104,4.6443909,NA,0.36765,NA,NA,S9,6,Sym,PLF,Elevated (30C),F4,54,12,N,EC
Y40,Day1,NA,NA,NA,0.228,0.51323,NA,NA,S9,6,Sym,PLF,Elevated (30C),F4,54,12,N,EC
Y40,Day15,NA,NA,NA,NA,NA,NA,NA,S9,6,Sym,PLF,Elevated (30C),F4,54,12,N,EC
Y40,Day22,NA,NA,NA,NA,NA,NA,NA,S9,6,Sym,PLF,Elevated (30C),F4,54,12,N,EC
Y40,Day8,0.093,93,4.53259949,0.213,NA,0.00813,-4.8121944,S9,6,Sym,PLF,Elevated (30C),F4,54,12,N,EC
Y41,Day0,0.359,359,5.88332239,NA,0.25257,NA,NA,S10,6,Sym,PLF,Elevated (30C),F4,54,22,N,SW
Y41,Day1,NA,NA,NA,0.108,0.44195,NA,NA,S10,6,Sym,PLF,Elevated (30C),F4,54,22,N,SW
Y41,Day15,0.339,339,5.82600011,0.166,NA,0.01081,-4.5272836,S10,6,Sym,PLF,Elevated (30C),F4,54,22,N,SW
Y41,Day22,0.337,337,5.82008293,0.136,0.39348,0.07104,-2.6445122,S10,6,Sym,PLF,Elevated (30C),F4,54,22,N,SW
Y41,Day8,0.331,331,5.80211838,0.1,NA,0.06913,-2.6717665,S10,6,Sym,PLF,Elevated (30C),F4,54,22,N,SW
Y4156,Day0,0.157,157,5.05624581,NA,0.44277,NA,NA,S19,12,Sym,Control,Ambient (19C),Tray,81,22,N,EC
Y4156,Day1,NA,NA,NA,NA,NA,NA,NA,S19,12,Sym,Control,Ambient (19C),Tray,81,22,N,EC
Y4156,Day15,NA,NA,NA,NA,NA,NA,NA,S19,12,Sym,Control,Ambient (19C),Tray,81,22,N,EC
Y4156,Day22,0.15,150,5.01063529,0.409,0.42791,0.01481,-4.2124527,S19,12,Sym,Control,Ambient (19C),Tray,81,22,N,EC
Y4156,Day8,NA,NA,NA,NA,NA,NA,NA,S19,12,Sym,Control,Ambient (19C),Tray,81,22,N,EC
Y42,Day0,0.159,159,5.0689042,NA,0.25439,NA,NA,S11,7,Sym,PLF,Elevated (30C),F4,54,22,N,EC
Y42,Day1,NA,NA,NA,0.092,0.35719,NA,NA,S11,7,Sym,PLF,Elevated (30C),F4,54,22,N,EC
Y42,Day15,0.144,144,4.9698133,0.189,NA,0.08891,-2.4201307,S11,7,Sym,PLF,Elevated (30C),F4,54,22,N,EC
Y42,Day22,0.144,144,4.9698133,0.178,0.40409,0.02585,-3.6554447,S11,7,Sym,PLF,Elevated (30C),F4,54,22,N,EC
Y42,Day8,0.147,147,4.99043259,0.127,NA,0.11265,-2.1834696,S11,7,Sym,PLF,Elevated (30C),F4,54,22,N,EC
Y43,Day0,0.245,245,5.50125821,NA,0.30937,NA,NA,S12,3,Sym,PLF,Elevated (30C),F4,54,22,N,SW
Y43,Day1,NA,NA,NA,0.091,0.38649,NA,NA,S12,3,Sym,PLF,Elevated (30C),F4,54,22,N,SW
Y43,Day15,0.225,225,5.4161004,0.126,NA,0.01159,-4.4576126,S12,3,Sym,PLF,Elevated (30C),F4,54,22,N,SW
Y43,Day22,0.223,223,5.40717177,0.184,0.45679,0.00443,-5.4193557,S12,3,Sym,PLF,Elevated (30C),F4,54,22,N,SW
Y43,Day8,0.226,226,5.420535,0.118,NA,0.01752,-4.0444122,S12,3,Sym,PLF,Elevated (30C),F4,54,22,N,SW
Y4350,Day0,0.247,247,5.50938834,NA,0.47919,NA,NA,A16,8,Apo,Control,Ambient (19C),Tray,80,22,N,EC
Y4350,Day1,NA,NA,NA,NA,NA,NA,NA,A16,8,Apo,Control,Ambient (19C),Tray,80,22,N,EC
Y4350,Day15,NA,NA,NA,NA,NA,NA,NA,A16,8,Apo,Control,Ambient (19C),Tray,80,22,N,EC
Y4350,Day22,0.249,249,5.5174529,0.186,0.44546,0.01817,-4.0079834,A16,8,Apo,Control,Ambient (19C),Tray,80,22,N,EC
Y4350,Day8,NA,NA,NA,NA,NA,NA,NA,A16,8,Apo,Control,Ambient (19C),Tray,80,22,N,EC
Y44,Day0,0.127,127,4.84418709,NA,0.38532,NA,NA,S13,2,Sym,PLF,Elevated (30C),F4,54,22,N,EC
Y44,Day1,NA,NA,NA,0.196,0.46547,NA,NA,S13,2,Sym,PLF,Elevated (30C),F4,54,22,N,EC
Y44,Day15,0.113,113,4.72738782,0.106,NA,0.01311,-4.33438,S13,2,Sym,PLF,Elevated (30C),F4,54,22,N,EC
Y44,Day22,0.119,119,4.77912349,0.124,0.49794,0.01919,-3.953366,S13,2,Sym,PLF,Elevated (30C),F4,54,22,N,EC
Y44,Day8,0.118,118,4.77068462,0.126,NA,0.0129,-4.350528,S13,2,Sym,PLF,Elevated (30C),F4,54,22,N,EC
Y4451,Day0,0.174,174,5.1590553,NA,0.37931,NA,NA,A16,16,Apo,Control,Ambient (19C),Tray,80,22,N,SW
Y4451,Day1,NA,NA,NA,NA,NA,NA,NA,A16,16,Apo,Control,Ambient (19C),Tray,80,22,N,SW
Y4451,Day15,NA,NA,NA,NA,NA,NA,NA,A16,16,Apo,Control,Ambient (19C),Tray,80,22,N,SW
Y4451,Day22,0.16,160,5.07517382,0.258,0.3751,0.0428,-3.1512172,A16,16,Apo,Control,Ambient (19C),Tray,80,22,N,SW
Y4451,Day8,NA,NA,NA,NA,NA,NA,NA,A16,16,Apo,Control,Ambient (19C),Tray,80,22,N,SW
Y45,Day0,0.277,277,5.62401751,NA,0.41554,NA,NA,S9,7,Sym,NDF,Elevated (30C),G4,55,11,N,NA
Y45,Day1,NA,NA,NA,0.324,0.41884,NA,NA,S9,7,Sym,NDF,Elevated (30C),G4,55,11,N,NA
Y45,Day15,NA,NA,NA,NA,NA,NA,NA,S9,7,Sym,NDF,Elevated (30C),G4,55,11,N,NA
Y45,Day22,NA,NA,NA,NA,NA,NA,NA,S9,7,Sym,NDF,Elevated (30C),G4,55,11,N,NA
Y45,Day8,0.259,259,5.55682806,0.078,NA,NA,NA,S9,7,Sym,NDF,Elevated (30C),G4,55,11,N,NA
Y4542,Day0,0.405,405,6.00388707,NA,0.44123,NA,NA,A17,3,Apo,Control,Ambient (19C),Tray,80,22,N,NA
Y4542,Day1,NA,NA,NA,NA,NA,NA,NA,A17,3,Apo,Control,Ambient (19C),Tray,80,22,N,NA
Y4542,Day15,NA,NA,NA,NA,NA,NA,NA,A17,3,Apo,Control,Ambient (19C),Tray,80,22,N,NA
Y4542,Day22,0.363,363,5.89440283,0.119,0.45543,NA,NA,A17,3,Apo,Control,Ambient (19C),Tray,80,22,N,NA
Y4542,Day8,NA,NA,NA,NA,NA,NA,NA,A17,3,Apo,Control,Ambient (19C),Tray,80,22,N,NA
Y46,Day0,0.303,303,5.71373281,NA,0.32404,NA,NA,S10,7,Sym,NDF,Elevated (30C),G4,55,12,N,SW
Y46,Day1,NA,NA,NA,0.367,0.38686,NA,NA,S10,7,Sym,NDF,Elevated (30C),G4,55,12,N,SW
Y46,Day15,NA,NA,NA,NA,NA,NA,NA,S10,7,Sym,NDF,Elevated (30C),G4,55,12,N,SW
Y46,Day22,NA,NA,NA,NA,NA,NA,NA,S10,7,Sym,NDF,Elevated (30C),G4,55,12,N,SW
Y46,Day8,0.286,286,5.65599181,0.187,NA,0.00153,-6.4824875,S10,7,Sym,NDF,Elevated (30C),G4,55,12,N,SW
Y47,Day0,0.165,165,5.10594547,NA,0.428,NA,NA,S11,8,Sym,NDF,Elevated (30C),G4,55,18,N,EC
Y47,Day1,NA,NA,NA,0.418,0.39028,NA,NA,S11,8,Sym,NDF,Elevated (30C),G4,55,18,N,EC
Y47,Day15,NA,NA,NA,0.15,NA,0.01434,-4.2447024,S11,8,Sym,NDF,Elevated (30C),G4,55,18,N,EC
Y47,Day22,NA,NA,NA,NA,NA,NA,NA,S11,8,Sym,NDF,Elevated (30C),G4,55,18,N,EC
Y47,Day8,0.143,143,4.96284463,0.291,NA,NA,NA,S11,8,Sym,NDF,Elevated (30C),G4,55,18,N,EC
Y4738,Day0,0.264,264,5.5759491,NA,0.2791,NA,NA,S17,9,Sym,Control,Ambient (19C),Tray,81,22,N,NA
Y4738,Day1,NA,NA,NA,NA,NA,NA,NA,S17,9,Sym,Control,Ambient (19C),Tray,81,22,N,NA
Y4738,Day15,NA,NA,NA,NA,NA,NA,NA,S17,9,Sym,Control,Ambient (19C),Tray,81,22,N,NA
Y4738,Day22,0.251,251,5.52545294,0.359,0.35462,NA,NA,S17,9,Sym,Control,Ambient (19C),Tray,81,22,N,NA
Y4738,Day8,NA,NA,NA,NA,NA,NA,NA,S17,9,Sym,Control,Ambient (19C),Tray,81,22,N,NA
Y48,Day0,0.281,281,5.63835467,NA,0.34007,NA,NA,S12,4,Sym,NDF,Elevated (30C),G4,55,22,N,SW
Y48,Day1,NA,NA,NA,0.273,0.39979,NA,NA,S12,4,Sym,NDF,Elevated (30C),G4,55,22,N,SW
Y48,Day15,0.268,268,5.59098698,0.043,NA,0.00223,-6.1057537,S12,4,Sym,NDF,Elevated (30C),G4,55,22,N,SW
Y48,Day22,0.263,263,5.57215403,0.126,0.52761,0.00139,-6.5784515,S12,4,Sym,NDF,Elevated (30C),G4,55,22,N,SW
Y48,Day8,0.273,273,5.6094718,0.119,NA,0.00566,-5.1743314,S12,4,Sym,NDF,Elevated (30C),G4,55,22,N,SW
Y4839,Day0,0.146,146,4.98360662,NA,0.50024,NA,NA,A15,2,Apo,Control,Ambient (19C),Tray,80,22,N,NA
Y4839,Day1,NA,NA,NA,NA,NA,NA,NA,A15,2,Apo,Control,Ambient (19C),Tray,80,22,N,NA
Y4839,Day15,NA,NA,NA,NA,NA,NA,NA,A15,2,Apo,Control,Ambient (19C),Tray,80,22,N,NA
Y4839,Day22,0.133,133,4.89034913,0.158,0.50909,NA,NA,A15,2,Apo,Control,Ambient (19C),Tray,80,22,N,NA
Y4839,Day8,NA,NA,NA,NA,NA,NA,NA,A15,2,Apo,Control,Ambient (19C),Tray,80,22,N,NA
Y49,Day0,0.142,142,4.95582706,NA,0.31909,NA,NA,S13,3,Sym,NDF,Elevated (30C),G4,55,19,N,EC
Y49,Day1,NA,NA,NA,0.07,0.35336,NA,NA,S13,3,Sym,NDF,Elevated (30C),G4,55,19,N,EC
